request_id,donor_id,notified_at,responded_at,status,response_time_minutes,distance_km,days_since_last_donation,temporal_hour,is_weekend,historical_response_rate
1392,7261,2025-07-14 00:24:00,,ignored,,15.48,334,0,0,0.406
796,5661,2025-07-14 05:21:00,2025-07-14 06:31:00+00:00,declined,70.0,4.84,23,5,0,0.5261
1091,8182,2025-07-14 05:58:00,2025-07-14 07:50:00+00:00,accepted,112.0,7.01,114,5,0,0.0527
624,8147,2025-07-14 06:42:00,,ignored,,13.63,158,6,0,0.1002
1056,667,2025-07-14 07:02:00,2025-07-14 08:19:00+00:00,accepted,77.0,8.96,250,7,0,0.6613
1593,3699,2025-07-14 07:10:00,2025-07-14 09:21:00+00:00,declined,131.0,2.74,0,7,0,0.5733
1791,9011,2025-07-14 07:23:00,2025-07-14 07:57:00+00:00,declined,34.0,9.4,103,7,0,0.2341
1592,7067,2025-07-14 11:30:00,2025-07-14 12:46:00+00:00,accepted,76.0,10.7,122,11,0,0.6956
480,8850,2025-07-14 13:09:00,2025-07-14 14:40:00+00:00,declined,91.0,5.0,153,13,0,0.6417
661,1356,2025-07-14 13:17:00,2025-07-14 14:58:00+00:00,accepted,101.0,7.8,183,13,0,0.2307
624,3481,2025-07-14 15:29:00,2025-07-14 16:51:00+00:00,declined,82.0,3.86,0,15,0,0.4723
1507,7836,2025-07-14 17:48:00,,ignored,,10.8,242,17,0,0.4734
2005,2014,2025-07-14 18:46:00,2025-07-14 20:13:00+00:00,accepted,87.0,14.88,116,18,0,0.3775
505,9519,2025-07-14 18:55:00,,ignored,,23.62,129,18,0,0.3337
786,3510,2025-07-14 19:11:00,2025-07-14 22:27:00+00:00,declined,196.0,6.24,248,19,0,0.266
1248,7416,2025-07-14 19:37:00,2025-07-14 20:47:00+00:00,accepted,70.0,2.8,104,19,0,0.3828
584,4200,2025-07-14 20:40:00,2025-07-14 22:12:00+00:00,accepted,92.0,3.11,220,20,0,0.4069
1839,2190,2025-07-14 21:00:00,2025-07-14 22:13:00+00:00,accepted,73.0,2.53,122,21,0,0.4323
1789,3472,2025-07-14 21:16:00,2025-07-14 23:11:00+00:00,declined,115.0,12.82,165,21,0,0.371
476,5748,2025-07-14 21:20:00,2025-07-14 22:48:00+00:00,accepted,88.0,6.28,176,21,0,0.2694
1384,8384,2025-07-14 23:05:00,,pending,,2.49,284,23,0,0.5882
1584,1631,2025-07-15 01:43:00,2025-07-15 02:35:00+00:00,declined,52.0,3.87,36,1,0,0.1583
1652,528,2025-07-15 02:27:00,2025-07-15 05:37:00+00:00,declined,190.0,0.79,133,2,0,0.1233
1723,4376,2025-07-15 03:08:00,2025-07-15 05:26:00+00:00,declined,138.0,2.69,84,3,0,0.4602
970,9545,2025-07-15 04:41:00,2025-07-15 06:49:00+00:00,declined,128.0,4.53,68,4,0,0.5702
1445,6956,2025-07-15 05:46:00,2025-07-15 07:01:00+00:00,declined,75.0,7.25,201,5,0,0.3027
2119,9155,2025-07-15 09:51:00,,ignored,,6.27,0,9,0,0.6697
99,2281,2025-07-15 10:03:00,2025-07-15 10:59:00+00:00,accepted,56.0,2.0,141,10,0,0.4118
2046,8123,2025-07-15 10:21:00,2025-07-15 12:45:00+00:00,declined,144.0,2.17,208,10,0,0.0658
340,7374,2025-07-15 10:47:00,2025-07-15 12:55:00+00:00,declined,128.0,4.26,163,10,0,0.1034
1257,9181,2025-07-15 11:18:00,2025-07-15 12:33:00+00:00,accepted,75.0,2.12,235,11,0,0.3401
676,1153,2025-07-15 12:19:00,,ignored,,11.66,75,12,0,0.4997
1438,7061,2025-07-15 13:05:00,,pending,,11.68,274,13,0,0.3861
941,8374,2025-07-15 13:38:00,2025-07-15 14:12:00+00:00,accepted,34.0,1.92,296,13,0,0.8355
686,1526,2025-07-15 14:30:00,2025-07-15 15:48:00+00:00,accepted,78.0,5.08,198,14,0,0.4799
211,2201,2025-07-15 15:31:00,2025-07-15 17:20:00+00:00,accepted,109.0,9.07,264,15,0,0.2702
894,1970,2025-07-15 15:44:00,,ignored,,15.1,11,15,0,0.1014
17,9417,2025-07-15 16:27:00,2025-07-15 18:13:00+00:00,accepted,106.0,3.87,124,16,0,0.2477
1475,7477,2025-07-15 18:53:00,,ignored,,8.32,131,18,0,0.1268
146,9417,2025-07-15 19:28:00,2025-07-15 20:47:00+00:00,accepted,79.0,6.12,229,19,0,0.359
1554,4078,2025-07-15 19:35:00,,pending,,8.38,210,19,0,0.3079
1556,6116,2025-07-15 22:02:00,,pending,,16.69,306,22,0,0.4547
510,3874,2025-07-15 22:17:00,2025-07-15 23:45:00+00:00,accepted,88.0,1.3,151,22,0,0.1934
1262,585,2025-07-15 22:48:00,2025-07-16 00:26:00+00:00,accepted,98.0,8.6,333,22,0,0.0784
2086,2627,2025-07-15 23:21:00,2025-07-16 01:11:00+00:00,accepted,110.0,17.96,284,23,0,0.4618
2075,7309,2025-07-16 03:30:00,,ignored,,11.35,263,3,0,0.6405
594,3381,2025-07-16 03:50:00,,pending,,3.62,111,3,0,0.2393
585,834,2025-07-16 04:44:00,,ignored,,5.85,45,4,0,0.2076
721,9416,2025-07-16 05:05:00,2025-07-16 06:18:00+00:00,declined,73.0,5.32,107,5,0,0.1438
1333,3198,2025-07-16 09:57:00,2025-07-16 11:20:00+00:00,accepted,83.0,1.41,137,9,0,0.1516
1766,1975,2025-07-16 11:17:00,2025-07-16 12:28:00+00:00,accepted,71.0,8.77,250,11,0,0.6864
1867,9499,2025-07-16 12:55:00,,ignored,,7.12,125,12,0,0.5482
1548,6056,2025-07-16 13:01:00,2025-07-16 14:15:00+00:00,accepted,74.0,8.38,202,13,0,0.4467
1723,4735,2025-07-16 14:17:00,2025-07-16 17:11:00+00:00,declined,174.0,4.77,372,14,0,0.1911
640,5020,2025-07-16 15:17:00,2025-07-16 16:29:00+00:00,accepted,72.0,7.91,178,15,0,0.5505
121,9686,2025-07-16 15:27:00,,pending,,10.81,151,15,0,0.2349
37,8847,2025-07-16 16:36:00,2025-07-16 18:00:00+00:00,accepted,84.0,11.97,166,16,0,0.655
1252,2061,2025-07-16 17:28:00,2025-07-16 18:59:00+00:00,declined,91.0,14.69,71,17,0,0.4077
1060,9663,2025-07-16 18:42:00,,ignored,,19.99,14,18,0,0.5908
728,1755,2025-07-16 19:31:00,2025-07-16 20:39:00+00:00,accepted,68.0,10.46,297,19,0,0.5618
853,5925,2025-07-16 19:31:00,2025-07-16 21:37:00+00:00,declined,126.0,18.33,22,19,0,0.4322
1582,3540,2025-07-16 20:12:00,2025-07-16 23:06:00+00:00,declined,174.0,9.88,81,20,0,0.1974
1563,8830,2025-07-16 21:06:00,2025-07-16 23:35:00+00:00,declined,149.0,5.54,44,21,0,0.3945
1595,2889,2025-07-16 21:09:00,2025-07-17 00:15:00+00:00,declined,186.0,1.74,88,21,0,0.2266
503,6648,2025-07-16 21:43:00,2025-07-16 23:11:00+00:00,accepted,88.0,12.84,133,21,0,0.3793
980,1844,2025-07-16 23:47:00,,ignored,,21.23,211,23,0,0.028
1394,3271,2025-07-17 02:01:00,2025-07-17 05:29:00+00:00,declined,208.0,10.39,0,2,0,0.4443
479,6435,2025-07-17 02:16:00,,ignored,,12.64,339,2,0,0.3967
1286,296,2025-07-17 03:12:00,,ignored,,18.82,171,3,0,0.1252
1477,1819,2025-07-17 04:15:00,2025-07-17 06:33:00+00:00,declined,138.0,2.96,285,4,0,0.6168
513,4642,2025-07-17 04:58:00,,ignored,,2.05,458,4,0,0.3326
698,2363,2025-07-17 05:29:00,,ignored,,4.92,171,5,0,0.3495
1626,9617,2025-07-17 05:29:00,,ignored,,4.64,0,5,0,0.1185
822,2092,2025-07-17 05:53:00,2025-07-17 07:02:00+00:00,declined,69.0,3.02,125,5,0,0.7284
599,9293,2025-07-17 06:37:00,2025-07-17 10:13:00+00:00,declined,216.0,11.37,0,6,0,0.3768
1268,4791,2025-07-17 08:50:00,2025-07-17 10:33:00+00:00,declined,103.0,2.06,470,8,0,0.3945
158,538,2025-07-17 09:40:00,2025-07-17 11:09:00+00:00,accepted,89.0,5.59,257,9,0,0.3172
1675,4695,2025-07-17 10:14:00,,ignored,,7.07,76,10,0,0.1756
715,3750,2025-07-17 11:45:00,2025-07-17 12:46:00+00:00,accepted,61.0,1.97,236,11,0,0.4528
229,9970,2025-07-17 11:54:00,2025-07-17 13:11:00+00:00,accepted,77.0,12.64,200,11,0,0.496
143,3436,2025-07-17 12:24:00,,pending,,26.07,194,12,0,0.0992
222,3970,2025-07-17 14:35:00,2025-07-17 16:07:00+00:00,declined,92.0,6.6,0,14,0,0.4328
1442,4758,2025-07-17 14:59:00,2025-07-17 16:05:00+00:00,declined,66.0,1.93,197,14,0,0.0878
111,3103,2025-07-17 15:17:00,2025-07-17 16:27:00+00:00,accepted,70.0,2.96,113,15,0,0.3846
997,3372,2025-07-17 17:10:00,2025-07-17 18:15:00+00:00,accepted,65.0,1.52,176,17,0,0.3901
1669,8733,2025-07-17 18:57:00,2025-07-17 20:12:00+00:00,accepted,75.0,7.14,128,18,0,0.8118
1467,7466,2025-07-17 21:27:00,2025-07-17 22:38:00+00:00,accepted,71.0,2.03,114,21,0,0.5635
1892,7960,2025-07-17 22:31:00,2025-07-18 00:23:00+00:00,accepted,112.0,11.0,120,22,0,0.3264
1481,9962,2025-07-18 00:06:00,2025-07-18 01:38:00+00:00,accepted,92.0,2.41,260,0,0,0.3267
2000,9130,2025-07-18 00:31:00,2025-07-18 01:36:00+00:00,accepted,65.0,6.71,220,0,0,0.4619
427,3469,2025-07-18 01:16:00,2025-07-18 04:28:00+00:00,declined,192.0,8.06,107,1,0,0.0497
1457,3129,2025-07-18 03:48:00,2025-07-18 04:16:00+00:00,declined,28.0,1.78,236,3,0,0.3705
998,3800,2025-07-18 04:41:00,,ignored,,5.76,385,4,0,0.4153
121,627,2025-07-18 05:54:00,,pending,,3.36,378,5,0,0.4524
419,4480,2025-07-18 06:43:00,2025-07-18 08:33:00+00:00,accepted,110.0,13.62,235,6,0,0.0471
2133,5394,2025-07-18 07:15:00,2025-07-18 08:52:00+00:00,accepted,97.0,9.25,341,7,0,0.4368
1405,7573,2025-07-18 11:20:00,2025-07-18 12:32:00+00:00,declined,72.0,5.28,41,11,0,0.5305
1426,9485,2025-07-18 12:13:00,2025-07-18 14:18:00+00:00,declined,125.0,6.92,125,12,0,0.1155
1517,4187,2025-07-18 12:44:00,,ignored,,6.22,142,12,0,0.1159
1634,1142,2025-07-18 14:02:00,,ignored,,23.83,141,14,0,0.8681
1219,7927,2025-07-18 14:14:00,,ignored,,2.66,85,14,0,0.267
1113,240,2025-07-18 14:38:00,2025-07-18 17:36:00+00:00,declined,178.0,10.91,71,14,0,0.7292
1019,4179,2025-07-18 15:17:00,2025-07-18 16:57:00+00:00,accepted,100.0,3.5,111,15,0,0.3082
1214,4624,2025-07-18 15:28:00,2025-07-18 16:47:00+00:00,accepted,79.0,6.35,267,15,0,0.2764
1628,2189,2025-07-18 16:24:00,2025-07-18 18:05:00+00:00,accepted,101.0,4.53,170,16,0,0.2655
129,2238,2025-07-18 17:23:00,,ignored,,2.23,240,17,0,0.4008
766,8140,2025-07-18 17:32:00,2025-07-18 20:53:00+00:00,declined,201.0,6.1,223,17,0,0.4402
1865,4458,2025-07-18 17:37:00,2025-07-18 19:30:00+00:00,declined,113.0,5.15,194,17,0,0.3528
1190,729,2025-07-19 00:09:00,,ignored,,11.56,195,0,1,0.4253
1665,1607,2025-07-19 02:27:00,,ignored,,3.69,171,2,1,0.3165
1104,607,2025-07-19 03:29:00,2025-07-19 05:24:00+00:00,declined,115.0,9.75,89,3,1,0.2734
1348,2941,2025-07-19 06:02:00,2025-07-19 07:53:00+00:00,accepted,111.0,8.76,186,6,1,0.2508
1638,5786,2025-07-19 06:47:00,2025-07-19 07:29:00+00:00,declined,42.0,9.19,0,6,1,0.5336
537,5138,2025-07-19 08:24:00,,ignored,,7.76,34,8,1,0.0764
293,3309,2025-07-19 08:51:00,,ignored,,3.88,280,8,1,0.2505
5,5657,2025-07-19 11:52:00,2025-07-19 13:45:00+00:00,declined,113.0,2.73,108,11,1,0.4121
1041,6601,2025-07-19 12:01:00,,ignored,,4.3,105,12,1,0.5463
2116,4879,2025-07-19 14:02:00,2025-07-19 15:08:00+00:00,accepted,66.0,3.44,326,14,1,0.4435
377,4342,2025-07-19 14:23:00,,ignored,,0.27,417,14,1,0.1247
337,7950,2025-07-19 15:21:00,2025-07-19 18:16:00+00:00,declined,175.0,4.19,205,15,1,0.2775
605,3789,2025-07-19 15:44:00,2025-07-19 16:48:00+00:00,accepted,64.0,1.76,203,15,1,0.5078
1600,1544,2025-07-19 17:12:00,,pending,,7.28,174,17,1,0.2791
447,8714,2025-07-19 18:35:00,2025-07-19 19:55:00+00:00,accepted,80.0,4.36,380,18,1,0.4322
1875,2208,2025-07-19 19:01:00,2025-07-19 22:32:00+00:00,declined,211.0,15.22,66,19,1,0.3574
1719,7678,2025-07-19 19:38:00,,ignored,,22.44,213,19,1,0.2286
818,6745,2025-07-19 20:11:00,2025-07-19 21:21:00+00:00,declined,70.0,2.35,204,20,1,0.4466
615,1210,2025-07-19 23:11:00,2025-07-20 00:22:00+00:00,accepted,71.0,4.86,164,23,1,0.7314
1469,9665,2025-07-19 23:53:00,2025-07-20 01:17:00+00:00,accepted,84.0,6.32,253,23,1,0.1262
1969,917,2025-07-20 00:02:00,2025-07-20 01:29:00+00:00,accepted,87.0,9.37,136,0,1,0.1883
1629,4770,2025-07-20 00:55:00,2025-07-20 02:46:00+00:00,declined,111.0,9.34,135,0,1,0.6222
1352,6207,2025-07-20 01:23:00,2025-07-20 03:30:00+00:00,declined,127.0,4.0,205,1,1,0.2731
1007,7294,2025-07-20 03:48:00,2025-07-20 06:10:00+00:00,declined,142.0,1.52,0,3,1,0.4803
1489,2774,2025-07-20 03:59:00,2025-07-20 04:23:00+00:00,declined,24.0,3.23,97,3,1,0.0603
295,987,2025-07-20 06:38:00,2025-07-20 08:13:00+00:00,accepted,95.0,1.21,147,6,1,0.34
113,4681,2025-07-20 08:57:00,2025-07-20 11:46:00+00:00,declined,169.0,4.34,56,8,1,0.1369
763,5393,2025-07-20 10:21:00,2025-07-20 11:37:00+00:00,accepted,76.0,2.9,134,10,1,0.378
249,4010,2025-07-20 10:37:00,2025-07-20 12:16:00+00:00,accepted,99.0,2.18,334,10,1,0.1657
763,9262,2025-07-20 11:35:00,,ignored,,13.42,100,11,1,0.393
1484,5144,2025-07-20 12:00:00,2025-07-20 13:10:00+00:00,accepted,70.0,1.14,388,12,1,0.7023
1565,170,2025-07-20 12:14:00,2025-07-20 14:12:00+00:00,declined,118.0,18.03,154,12,1,0.3734
766,5702,2025-07-20 12:25:00,,ignored,,9.19,0,12,1,0.2997
272,9349,2025-07-20 12:57:00,,pending,,12.59,174,12,1,0.315
1389,6962,2025-07-20 14:24:00,2025-07-20 17:09:00+00:00,declined,165.0,1.28,63,14,1,0.1806
2173,6733,2025-07-20 16:19:00,2025-07-20 19:03:00+00:00,declined,164.0,6.51,159,16,1,0.6501
697,9142,2025-07-20 16:27:00,,ignored,,18.26,263,16,1,0.2638
247,7306,2025-07-20 16:33:00,,ignored,,9.64,19,16,1,0.3455
168,9145,2025-07-20 16:58:00,2025-07-20 18:39:00+00:00,accepted,101.0,1.87,329,16,1,0.2452
24,4229,2025-07-20 17:53:00,2025-07-20 19:41:00+00:00,accepted,108.0,3.67,155,17,1,0.1788
1192,6274,2025-07-20 18:11:00,,pending,,9.17,160,18,1,0.0285
68,5831,2025-07-20 19:19:00,2025-07-20 19:55:00+00:00,declined,36.0,0.6,105,19,1,0.4327
1192,1852,2025-07-20 19:38:00,2025-07-20 21:18:00+00:00,accepted,100.0,8.77,205,19,1,0.5007
1966,4620,2025-07-20 20:40:00,2025-07-20 21:33:00+00:00,accepted,53.0,3.85,168,20,1,0.6012
1270,3833,2025-07-20 21:50:00,,ignored,,4.36,240,21,1,0.1383
1281,3421,2025-07-20 22:45:00,2025-07-21 00:05:00+00:00,accepted,80.0,1.25,223,22,1,0.2778
1065,7419,2025-07-20 22:58:00,2025-07-21 00:55:00+00:00,declined,117.0,5.31,10,22,1,0.2951
672,4574,2025-07-20 23:07:00,2025-07-20 23:54:00+00:00,accepted,47.0,2.45,290,23,1,0.59
606,1589,2025-07-20 23:38:00,2025-07-21 01:23:00+00:00,accepted,105.0,12.64,158,23,1,0.3428
2079,7018,2025-07-20 23:40:00,2025-07-21 02:54:00+00:00,declined,194.0,2.47,191,23,1,0.5539
1997,6053,2025-07-21 03:59:00,,ignored,,22.44,153,3,0,0.4689
744,3591,2025-07-21 04:26:00,,ignored,,2.03,284,4,0,0.4074
1457,5827,2025-07-21 04:30:00,,ignored,,13.57,33,4,0,0.5966
965,8259,2025-07-21 08:15:00,2025-07-21 10:02:00+00:00,accepted,107.0,6.21,201,8,0,0.3126
789,9725,2025-07-21 10:56:00,2025-07-21 12:39:00+00:00,declined,103.0,6.56,89,10,0,0.5237
323,5401,2025-07-21 10:58:00,,ignored,,1.22,259,10,0,0.0833
1290,3024,2025-07-21 12:10:00,2025-07-21 13:03:00+00:00,accepted,53.0,5.97,135,12,0,0.7321
130,6857,2025-07-21 12:11:00,,pending,,1.17,206,12,0,0.2997
889,4840,2025-07-21 13:07:00,2025-07-21 14:05:00+00:00,declined,58.0,8.71,294,13,0,0.1496
1082,3363,2025-07-21 17:31:00,2025-07-21 18:48:00+00:00,accepted,77.0,2.11,173,17,0,0.1635
1897,1211,2025-07-21 23:06:00,2025-07-22 02:01:00+00:00,declined,175.0,1.5,243,23,0,0.0277
68,75,2025-07-22 00:24:00,2025-07-22 02:05:00+00:00,accepted,101.0,10.77,203,0,0,0.1633
1726,9098,2025-07-22 00:25:00,2025-07-22 01:48:00+00:00,accepted,83.0,5.78,171,0,0,0.6227
1383,2186,2025-07-22 00:34:00,2025-07-22 01:12:00+00:00,declined,38.0,5.34,0,0,0,0.2685
902,9828,2025-07-22 00:55:00,2025-07-22 02:00:00+00:00,accepted,65.0,2.57,241,0,0,0.5211
1578,5598,2025-07-22 02:04:00,2025-07-22 05:27:00+00:00,declined,203.0,34.54,210,2,0,0.481
1901,9648,2025-07-22 03:36:00,2025-07-22 06:41:00+00:00,declined,185.0,11.79,16,3,0,0.4441
2181,2006,2025-07-22 05:10:00,,ignored,,15.3,152,5,0,0.5312
726,856,2025-07-22 07:28:00,,pending,,1.98,151,7,0,0.6045
54,410,2025-07-22 08:24:00,,pending,,22.29,168,8,0,0.1938
25,7187,2025-07-22 08:34:00,2025-07-22 09:19:00+00:00,declined,45.0,5.54,81,8,0,0.1648
1375,243,2025-07-22 08:52:00,,pending,,9.62,354,8,0,0.622
1921,1452,2025-07-22 09:09:00,,ignored,,10.53,243,9,0,0.2739
2039,5152,2025-07-22 11:16:00,2025-07-22 12:49:00+00:00,accepted,93.0,11.7,138,11,0,0.411
1481,4205,2025-07-22 11:19:00,,ignored,,9.45,75,11,0,0.5827
1118,1883,2025-07-22 12:16:00,,ignored,,15.09,254,12,0,0.1194
333,566,2025-07-22 13:07:00,,pending,,13.51,193,13,0,0.6304
1373,8030,2025-07-22 13:25:00,2025-07-22 15:45:00+00:00,declined,140.0,6.21,98,13,0,0.1448
1910,2321,2025-07-22 13:40:00,2025-07-22 14:53:00+00:00,accepted,73.0,5.76,115,13,0,0.2866
1335,2361,2025-07-22 14:55:00,2025-07-22 16:31:00+00:00,accepted,96.0,16.02,128,14,0,0.5265
564,5222,2025-07-22 17:01:00,,ignored,,7.99,243,17,0,0.5011
1453,3382,2025-07-22 22:55:00,2025-07-22 23:48:00+00:00,declined,53.0,0.59,32,22,0,0.6575
407,4602,2025-07-22 23:22:00,,ignored,,1.51,117,23,0,0.1939
319,8028,2025-07-23 02:52:00,,ignored,,6.4,138,2,0,0.3994
848,8540,2025-07-23 03:58:00,2025-07-23 05:52:00+00:00,declined,114.0,1.54,194,3,0,0.2397
1041,7668,2025-07-23 04:48:00,2025-07-23 06:56:00+00:00,declined,128.0,12.06,0,4,0,0.5399
967,7912,2025-07-23 04:57:00,2025-07-23 05:57:00+00:00,declined,60.0,23.02,46,4,0,0.4068
1640,7989,2025-07-23 05:27:00,2025-07-23 08:44:00+00:00,declined,197.0,4.93,53,5,0,0.4613
34,5842,2025-07-23 05:28:00,2025-07-23 06:50:00+00:00,declined,82.0,10.77,221,5,0,0.4686
1080,7054,2025-07-23 05:33:00,2025-07-23 07:32:00+00:00,declined,119.0,3.33,112,5,0,0.205
749,6337,2025-07-23 06:11:00,2025-07-23 07:57:00+00:00,accepted,106.0,1.02,285,6,0,0.1207
1541,6810,2025-07-23 06:47:00,,ignored,,2.64,122,6,0,0.4328
1817,5060,2025-07-23 07:56:00,2025-07-23 10:38:00+00:00,declined,162.0,9.3,177,7,0,0.079
1908,8345,2025-07-23 08:36:00,2025-07-23 10:18:00+00:00,accepted,102.0,4.24,216,8,0,0.0985
2102,3791,2025-07-23 10:01:00,2025-07-23 11:32:00+00:00,accepted,91.0,15.82,285,10,0,0.2972
1103,2267,2025-07-23 10:17:00,2025-07-23 11:10:00+00:00,declined,53.0,8.09,101,10,0,0.4629
1403,2365,2025-07-23 10:48:00,2025-07-23 12:30:00+00:00,accepted,102.0,9.2,237,10,0,0.3687
1629,8961,2025-07-23 18:37:00,2025-07-23 20:04:00+00:00,accepted,87.0,10.23,214,18,0,0.6332
707,5831,2025-07-23 19:02:00,2025-07-23 19:43:00+00:00,declined,41.0,7.55,181,19,0,0.4822
741,8423,2025-07-23 19:03:00,2025-07-23 20:44:00+00:00,accepted,101.0,1.56,131,19,0,0.2442
62,2705,2025-07-23 19:07:00,2025-07-23 20:26:00+00:00,accepted,79.0,3.96,249,19,0,0.4209
86,3423,2025-07-23 19:19:00,,ignored,,5.57,168,19,0,0.3608
803,4388,2025-07-23 22:05:00,2025-07-23 23:52:00+00:00,declined,107.0,3.47,113,22,0,0.3274
1367,3601,2025-07-23 22:45:00,2025-07-23 23:50:00+00:00,declined,65.0,10.03,86,22,0,0.3064
132,9073,2025-07-23 22:55:00,,ignored,,5.28,168,22,0,0.4078
1112,9981,2025-07-24 05:04:00,,ignored,,9.54,136,5,0,0.5185
699,7944,2025-07-24 06:52:00,2025-07-24 07:49:00+00:00,accepted,57.0,4.95,153,6,0,0.5888
1827,1423,2025-07-24 08:34:00,2025-07-24 10:07:00+00:00,accepted,93.0,6.79,91,8,0,0.2438
790,1361,2025-07-24 09:51:00,2025-07-24 11:40:00+00:00,declined,109.0,3.4,82,9,0,0.3394
1582,818,2025-07-24 09:57:00,2025-07-24 11:15:00+00:00,accepted,78.0,6.95,204,9,0,0.2529
2149,1317,2025-07-24 10:30:00,2025-07-24 11:42:00+00:00,accepted,72.0,4.18,205,10,0,0.7216
995,573,2025-07-24 11:17:00,2025-07-24 15:00:00+00:00,declined,223.0,19.29,152,11,0,0.4771
109,1930,2025-07-24 11:29:00,2025-07-24 12:35:00+00:00,accepted,66.0,5.15,187,11,0,0.7546
1637,6361,2025-07-24 11:42:00,2025-07-24 12:44:00+00:00,declined,62.0,5.31,153,11,0,0.3068
388,6384,2025-07-24 14:12:00,2025-07-24 17:28:00+00:00,declined,196.0,8.7,37,14,0,0.2675
89,136,2025-07-24 14:20:00,2025-07-24 14:42:00+00:00,declined,22.0,1.62,112,14,0,0.3984
1453,4522,2025-07-24 15:42:00,,ignored,,10.1,200,15,0,0.4756
433,9366,2025-07-24 16:13:00,,ignored,,5.37,28,16,0,0.308
1768,7878,2025-07-24 16:17:00,2025-07-24 18:09:00+00:00,declined,112.0,5.17,200,16,0,0.1767
626,5916,2025-07-24 16:35:00,2025-07-24 18:53:00+00:00,accepted,138.0,27.57,248,16,0,0.5166
966,3373,2025-07-24 16:54:00,2025-07-24 18:50:00+00:00,declined,116.0,3.54,43,16,0,0.3043
1164,8232,2025-07-24 17:11:00,2025-07-24 18:10:00+00:00,declined,59.0,5.49,321,17,0,0.6322
633,2535,2025-07-24 20:23:00,2025-07-24 21:39:00+00:00,accepted,76.0,1.77,207,20,0,0.3359
806,2889,2025-07-24 22:24:00,,ignored,,8.77,228,22,0,0.0179
1625,1941,2025-07-24 22:57:00,,ignored,,7.28,177,22,0,0.4496
246,9625,2025-07-24 23:12:00,,ignored,,2.36,342,23,0,0.3712
817,7373,2025-07-25 00:41:00,2025-07-25 01:59:00+00:00,accepted,78.0,8.6,189,0,0,0.6988
1869,2239,2025-07-25 02:46:00,,ignored,,1.5,272,2,0,0.1881
1013,5354,2025-07-25 04:12:00,2025-07-25 05:59:00+00:00,accepted,107.0,6.84,140,4,0,0.0575
1765,4652,2025-07-25 06:37:00,2025-07-25 08:21:00+00:00,accepted,104.0,10.4,156,6,0,0.3468
1290,1524,2025-07-25 08:10:00,2025-07-25 11:18:00+00:00,declined,188.0,4.5,273,8,0,0.351
1060,2674,2025-07-25 09:05:00,2025-07-25 11:58:00+00:00,declined,173.0,6.11,86,9,0,0.5316
320,2487,2025-07-25 12:36:00,,pending,,2.65,163,12,0,0.2887
123,651,2025-07-25 14:14:00,2025-07-25 15:54:00+00:00,declined,100.0,5.27,138,14,0,0.5407
2129,4510,2025-07-25 15:43:00,2025-07-25 16:16:00+00:00,declined,33.0,2.38,273,15,0,0.6942
532,7880,2025-07-25 17:17:00,2025-07-25 18:37:00+00:00,accepted,80.0,2.6,230,17,0,0.4988
313,6478,2025-07-25 17:56:00,,pending,,10.4,263,17,0,0.1882
1693,1250,2025-07-25 19:14:00,2025-07-25 21:51:00+00:00,declined,157.0,15.21,223,19,0,0.133
982,9032,2025-07-25 19:23:00,2025-07-25 20:38:00+00:00,accepted,75.0,9.59,301,19,0,0.5686
815,1091,2025-07-25 21:21:00,2025-07-25 23:07:00+00:00,accepted,106.0,6.92,251,21,0,0.2229
1796,7518,2025-07-25 21:25:00,2025-07-25 22:59:00+00:00,accepted,94.0,5.42,121,21,0,0.4055
2120,4588,2025-07-25 23:16:00,,ignored,,6.57,155,23,0,0.1047
1600,6101,2025-07-26 00:12:00,2025-07-26 01:55:00+00:00,accepted,103.0,8.66,250,0,1,0.3215
998,3003,2025-07-26 00:48:00,2025-07-26 01:57:00+00:00,declined,69.0,3.19,310,0,1,0.3025
1985,9181,2025-07-26 00:53:00,2025-07-26 02:17:00+00:00,accepted,84.0,6.09,156,0,1,0.257
340,9384,2025-07-26 01:59:00,2025-07-26 04:10:00+00:00,declined,131.0,8.3,197,1,1,0.5162
867,2272,2025-07-26 03:01:00,,ignored,,8.77,26,3,1,0.2985
1308,2089,2025-07-26 04:02:00,2025-07-26 06:01:00+00:00,declined,119.0,5.12,195,4,1,0.3818
613,896,2025-07-26 09:02:00,,ignored,,8.82,351,9,1,0.7734
1810,9499,2025-07-26 10:57:00,2025-07-26 12:10:00+00:00,accepted,73.0,6.73,207,10,1,0.3777
457,9849,2025-07-26 14:50:00,2025-07-26 17:28:00+00:00,declined,158.0,7.68,275,14,1,0.3814
1043,7514,2025-07-26 16:44:00,2025-07-26 17:45:00+00:00,declined,61.0,8.52,98,16,1,0.3256
515,3313,2025-07-26 16:50:00,2025-07-26 17:51:00+00:00,accepted,61.0,2.76,142,16,1,0.4626
150,5329,2025-07-26 17:16:00,2025-07-26 18:53:00+00:00,declined,97.0,12.55,173,17,1,0.5498
881,3843,2025-07-26 19:00:00,2025-07-26 20:44:00+00:00,accepted,104.0,5.51,117,19,1,0.0576
221,8800,2025-07-26 19:55:00,2025-07-26 22:59:00+00:00,declined,184.0,3.61,45,19,1,0.6215
764,7985,2025-07-26 19:57:00,,ignored,,11.94,5,19,1,0.2143
112,4063,2025-07-26 20:44:00,2025-07-26 22:08:00+00:00,accepted,84.0,4.43,282,20,1,0.3313
